date,day,month,year,tas,tasmin,pr,complete,empty
2017-03-31,31,Mar,2017,-0.2,-1.4,3.1,TRUE,FALSE
2017-04-01,1,Apr,2017,2.3,-4.9,0.2,TRUE,FALSE
2017-04-02,2,Apr,2017,2.5,-5.7,0,TRUE,FALSE
2017-04-03,3,Apr,2017,4.2,-4.3,3.1,TRUE,FALSE
2017-04-04,4,Apr,2017,1.6,0.3,17.3,TRUE,FALSE
2017-04-05,5,Apr,2017,3.3,0.6,0.6,TRUE,FALSE
2017-04-06,6,Apr,2017,1.2,-0.4,30.6,TRUE,FALSE
2017-04-07,7,Apr,2017,-2.1,-4.4,12.6,TRUE,FALSE
2017-04-08,8,Apr,2017,-0.4,-8.5,0.2,TRUE,FALSE
2017-04-09,9,Apr,2017,4.4,-7.1,0,TRUE,FALSE
2017-04-10,10,Apr,2017,10.7,1,4.7,TRUE,FALSE
2017-04-11,11,Apr,2017,4.3,0.4,18.9,TRUE,FALSE
2017-04-12,12,Apr,2017,2.3,-0.1,0.2,TRUE,FALSE
2017-04-13,13,Apr,2017,3.3,-4.4,0.2,TRUE,FALSE
2017-04-14,14,Apr,2017,3.9,-6.6,0,TRUE,FALSE
2017-04-15,15,Apr,2017,3.7,-5.1,6.7,TRUE,FALSE
2017-04-16,16,Apr,2017,7.2,2.9,22.6,TRUE,FALSE
2017-04-17,17,Apr,2017,-0.4,-5.4,0.2,TRUE,FALSE
2017-04-18,18,Apr,2017,1.4,-7.8,0.2,TRUE,FALSE
2017-04-19,19,Apr,2017,6.9,1.8,0.5,TRUE,FALSE
2017-04-20,20,Apr,2017,4,1.2,6.1,TRUE,FALSE
2017-04-21,21,Apr,2017,5,2.5,2.1,TRUE,FALSE
2017-04-22,22,Apr,2017,4.5,-2.3,0.4,TRUE,FALSE
2017-04-23,23,Apr,2017,6.7,-3.9,0.2,TRUE,FALSE
2017-04-24,24,Apr,2017,4.1,-3,0,TRUE,FALSE
2017-04-25,25,Apr,2017,7.5,-1,4.6,TRUE,FALSE
2017-04-26,26,Apr,2017,11.6,5.3,0,TRUE,FALSE
2017-04-27,27,Apr,2017,16.4,4.9,13.4,TRUE,FALSE
2017-04-28,28,Apr,2017,10.5,4.6,0,TRUE,FALSE
2017-04-29,29,Apr,2017,5.6,-0.2,0.2,TRUE,FALSE
2017-04-30,30,Apr,2017,0.6,-0.2,25.9,TRUE,FALSE
2017-05-01,1,May,2017,7.3,1.3,34,TRUE,FALSE
2017-05-02,2,May,2017,6.4,1.6,3.3,TRUE,FALSE
2017-05-03,3,May,2017,NA,0.4,NA,FALSE,FALSE
2017-05-04,4,May,2017,5.4,-2.6,2,TRUE,FALSE
2017-05-05,5,May,2017,4.6,3.5,31.6,TRUE,FALSE
2017-05-06,6,May,2017,3.4,1,10.6,TRUE,FALSE
2017-05-07,7,May,2017,0.7,-0.6,6.1,TRUE,FALSE
2017-05-08,8,May,2017,0.9,-1.5,2.1,TRUE,FALSE
2017-05-09,9,May,2017,1.8,-1.9,0.6,TRUE,FALSE
2017-05-10,10,May,2017,5.4,-3,0,TRUE,FALSE
2017-05-11,11,May,2017,5.9,-1.7,0,TRUE,FALSE
2017-05-12,12,May,2017,10.2,4.8,0,TRUE,FALSE
2017-05-13,13,May,2017,8.9,5.9,3.3,TRUE,FALSE
2017-05-14,14,May,2017,10.2,6.4,5.9,TRUE,FALSE
2017-05-15,15,May,2017,10.9,4.1,0,TRUE,FALSE
2017-05-16,16,May,2017,11.7,3.4,0,TRUE,FALSE
2017-05-17,17,May,2017,18.2,7.2,0,TRUE,FALSE
2017-05-18,18,May,2017,17.7,6.3,4.9,TRUE,FALSE
2017-05-19,19,May,2017,8.5,3.2,0.3,TRUE,FALSE
2017-05-20,20,May,2017,8,-0.9,0,TRUE,FALSE
2017-05-21,21,May,2017,9.8,7.8,19.5,TRUE,FALSE
2017-05-22,22,May,2017,11.1,5,0,TRUE,FALSE
2017-05-23,23,May,2017,11.7,2.2,0,TRUE,FALSE
2017-05-24,24,May,2017,13.1,6.1,0.4,TRUE,FALSE
2017-05-25,25,May,2017,12.8,11.1,5.7,TRUE,FALSE
2017-05-26,26,May,2017,13.7,10.8,0.7,TRUE,FALSE
2017-05-27,27,May,2017,14.8,8,0,TRUE,FALSE
2017-05-28,28,May,2017,14.3,6,0,TRUE,FALSE
2017-05-29,29,May,2017,15.7,9.1,23.2,TRUE,FALSE
2017-05-30,30,May,2017,14,6.6,0.4,TRUE,FALSE
2017-05-31,31,May,2017,13,6.9,0.5,TRUE,FALSE
2018-03-01,1,Mar,2018,-0.5,-5,0,TRUE,FALSE
2018-03-02,2,Mar,2018,NA,-3.8,NA,FALSE,FALSE
2018-03-03,3,Mar,2018,-2.6,-6.6,0,TRUE,FALSE
2018-03-04,4,Mar,2018,-5.5,-10.1,0,TRUE,FALSE
2018-03-05,5,Mar,2018,-5.2,-9,0,TRUE,FALSE
2018-03-06,6,Mar,2018,-3.3,-5.9,1.1,TRUE,FALSE
2018-03-07,7,Mar,2018,-2.1,-3.9,2.7,TRUE,FALSE
2018-03-08,8,Mar,2018,-2.1,-4.5,3.9,TRUE,FALSE
2018-03-09,9,Mar,2018,-2.1,-3.7,5.8,TRUE,FALSE
2018-03-10,10,Mar,2018,-4.1,-6,0.5,TRUE,FALSE
2018-03-11,11,Mar,2018,-7.4,-14.1,0,TRUE,FALSE
2018-03-12,12,Mar,2018,-8.3,-15.5,0.5,TRUE,FALSE
2018-03-13,13,Mar,2018,-3.9,-7.6,5.2,TRUE,FALSE
2018-03-14,14,Mar,2018,-4,-5.8,2.9,TRUE,FALSE
2018-03-15,15,Mar,2018,-6.4,-13.1,0.2,TRUE,FALSE
2018-03-16,16,Mar,2018,-9.1,-14.5,0.2,TRUE,FALSE
2018-03-17,17,Mar,2018,-11.7,-16.9,0,TRUE,FALSE
2018-03-18,18,Mar,2018,-10.4,-21.1,0,TRUE,FALSE
2018-03-19,19,Mar,2018,-12.1,-22.5,0,TRUE,FALSE
2018-03-20,20,Mar,2018,-11.1,-21.5,0,TRUE,FALSE
2018-03-21,21,Mar,2018,-6.5,-15.2,0,TRUE,FALSE
2018-03-22,22,Mar,2018,-3.8,-10.9,0,TRUE,FALSE
2018-03-23,23,Mar,2018,-3.3,-9.7,0.2,TRUE,FALSE
2018-03-24,24,Mar,2018,-8.2,-13.5,0.2,TRUE,FALSE
2018-03-25,25,Mar,2018,-6.6,-16.5,0.2,TRUE,FALSE
2018-03-26,26,Mar,2018,-3.2,-14.7,0,TRUE,FALSE
2018-03-27,27,Mar,2018,-1,-4.6,2.1,TRUE,FALSE
2018-03-28,28,Mar,2018,1.8,-4.5,0,TRUE,FALSE
2018-03-29,29,Mar,2018,0.6,-5.4,4.7,TRUE,FALSE
2018-03-30,30,Mar,2018,-0.7,-4.7,0,TRUE,FALSE
2018-03-31,31,Mar,2018,-1.3,-8.2,5.1,TRUE,FALSE
2018-04-01,1,Apr,2018,-5.7,-10.8,0.8,TRUE,FALSE
2018-04-02,2,Apr,2018,-3,-8.3,0.2,TRUE,FALSE
2018-04-03,3,Apr,2018,0.2,-3.6,13.2,TRUE,FALSE
2018-04-04,4,Apr,2018,-7.3,-14.9,13.7,TRUE,FALSE
2018-04-05,5,Apr,2018,-13,-22.8,0.4,TRUE,FALSE
2018-04-06,6,Apr,2018,-6.9,-16.3,7.2,TRUE,FALSE
2018-04-07,7,Apr,2018,-5.7,-9.2,0.7,TRUE,FALSE
2018-04-08,8,Apr,2018,-6.9,-11.9,0.2,TRUE,FALSE
2018-04-09,9,Apr,2018,-5.2,-12.4,0,TRUE,FALSE
2018-04-10,10,Apr,2018,-3.5,-10.4,0,TRUE,FALSE
2018-04-11,11,Apr,2018,-4.6,-11.8,0.8,TRUE,FALSE
2018-04-12,12,Apr,2018,-2.5,-6.7,12.1,TRUE,FALSE
2018-04-13,13,Apr,2018,2.3,-0.5,0.8,TRUE,FALSE
2018-04-14,14,Apr,2018,-3.5,-6.8,0.2,TRUE,FALSE
2018-04-15,15,Apr,2018,-5.5,-7.6,15.5,TRUE,FALSE
2018-04-16,16,Apr,2018,-1.2,-3.7,13.6,TRUE,FALSE
2018-04-17,17,Apr,2018,-1.2,-2.4,2.9,TRUE,FALSE
2018-04-18,18,Apr,2018,0.3,-2.3,1.3,TRUE,FALSE
2018-04-19,19,Apr,2018,-2.6,-4.8,0.4,TRUE,FALSE
2018-04-20,20,Apr,2018,0.9,-6,0.3,TRUE,FALSE
2018-04-21,21,Apr,2018,1.1,-9.4,0,TRUE,FALSE
2018-04-22,22,Apr,2018,3.5,-8,0.2,TRUE,FALSE
2018-04-23,23,Apr,2018,4.7,-8,0.5,TRUE,FALSE
2018-04-24,24,Apr,2018,6.5,-3.1,0,TRUE,FALSE
2018-04-25,25,Apr,2018,5.2,1.8,19,TRUE,FALSE
2018-04-26,26,Apr,2018,4.6,-3.1,0.6,TRUE,FALSE
2018-04-27,27,Apr,2018,4.8,-4.7,0.2,TRUE,FALSE
2018-04-28,28,Apr,2018,1.8,-0.5,0.5,TRUE,FALSE
2018-04-29,29,Apr,2018,3,-2.9,0.2,TRUE,FALSE
2018-04-30,30,Apr,2018,6.6,-4.6,0,TRUE,FALSE
2018-05-01,1,May,2018,10.6,-2.8,0,TRUE,FALSE
2018-05-02,2,May,2018,11.9,2.9,0,TRUE,FALSE
2018-05-03,3,May,2018,8.7,3.2,0,TRUE,FALSE
2018-05-04,4,May,2018,9.5,3.7,19,TRUE,FALSE
2018-05-05,5,May,2018,11.1,1.2,0,TRUE,FALSE
2018-05-06,6,May,2018,6.1,-1.6,0,TRUE,FALSE
2018-05-07,7,May,2018,6.6,-2.9,0,TRUE,FALSE
2018-05-08,8,May,2018,10.3,-2.6,0,TRUE,FALSE
2018-05-09,9,May,2018,13.4,0.5,0,TRUE,FALSE
2018-05-10,10,May,2018,8.5,-2.3,4.5,TRUE,FALSE
2018-05-11,11,May,2018,3.8,-3.9,0.2,TRUE,FALSE
2018-05-12,12,May,2018,6.8,-4,0,TRUE,FALSE
2018-05-13,13,May,2018,9.8,-2.2,0,TRUE,FALSE
2018-05-14,14,May,2018,12,-0.8,0,TRUE,FALSE
2018-05-15,15,May,2018,9.3,0.3,0.8,TRUE,FALSE
2018-05-16,16,May,2018,10.8,-2.1,0.2,TRUE,FALSE
2018-05-17,17,May,2018,8.4,0,0,TRUE,FALSE
2018-05-18,18,May,2018,7.7,-2.4,0.2,TRUE,FALSE
2018-05-19,19,May,2018,7.8,1.2,25.6,TRUE,FALSE
2018-05-20,20,May,2018,8.9,1.3,0.2,TRUE,FALSE
2018-05-21,21,May,2018,12.1,-0.6,0.3,TRUE,FALSE
2018-05-22,22,May,2018,13.2,7.1,0,TRUE,FALSE
2018-05-23,23,May,2018,13,3.4,0.4,TRUE,FALSE
2018-05-24,24,May,2018,14.4,0.6,0.2,TRUE,FALSE
2018-05-25,25,May,2018,17.7,12.2,0.2,TRUE,FALSE
2018-05-26,26,May,2018,18.6,14.2,4,TRUE,FALSE
2018-05-27,27,May,2018,20.8,13.3,0.2,TRUE,FALSE
2018-05-28,28,May,2018,23.8,17.4,0,TRUE,FALSE
2018-05-29,29,May,2018,17.1,8.3,0.2,TRUE,FALSE
2018-05-30,30,May,2018,17.9,5.8,0.2,TRUE,FALSE
2018-05-31,31,May,2018,NA,18.8,NA,FALSE,FALSE
2019-03-01,1,Mar,2019,-13.3,-26.6,0,TRUE,FALSE
2019-03-02,2,Mar,2019,-9.5,-16.4,2.6,TRUE,FALSE
2019-03-03,3,Mar,2019,-10.2,-16.7,0.7,TRUE,FALSE
2019-03-04,4,Mar,2019,-18.4,-27.8,0.2,TRUE,FALSE
2019-03-05,5,Mar,2019,-19,-28.5,1.2,TRUE,FALSE
2019-03-06,6,Mar,2019,-21.4,-32.6,0.2,TRUE,FALSE
2019-03-07,7,Mar,2019,-19.8,-31.4,0,TRUE,FALSE
2019-03-08,8,Mar,2019,-9.9,-19.3,0,TRUE,FALSE
2019-03-09,9,Mar,2019,-10.2,-22.9,0,TRUE,FALSE
2019-03-10,10,Mar,2019,-1.2,-4.6,9.3,TRUE,FALSE
2019-03-11,11,Mar,2019,-2.4,-5,2.6,TRUE,FALSE
2019-03-12,12,Mar,2019,-7.2,-15.3,0.2,TRUE,FALSE
2019-03-13,13,Mar,2019,-5.3,-12.6,0.8,TRUE,FALSE
2019-03-14,14,Mar,2019,4.5,-1.3,9.5,TRUE,FALSE
2019-03-15,15,Mar,2019,1.8,-3.1,4.1,TRUE,FALSE
2019-03-16,16,Mar,2019,-6,-9,1.5,TRUE,FALSE
2019-03-17,17,Mar,2019,-9.7,-16.9,0,TRUE,FALSE
2019-03-18,18,Mar,2019,-11.4,-22.4,0.2,TRUE,FALSE
2019-03-19,19,Mar,2019,-8.6,-19.2,0,TRUE,FALSE
2019-03-20,20,Mar,2019,-2.1,-11.5,0,TRUE,FALSE
2019-03-21,21,Mar,2019,1.4,-1.3,0.5,TRUE,FALSE
2019-03-22,22,Mar,2019,-3.9,-10,0.9,TRUE,FALSE
2019-03-23,23,Mar,2019,-5.9,-14,0,TRUE,FALSE
2019-03-24,24,Mar,2019,-8.4,-18.9,1.3,TRUE,FALSE
2019-03-25,25,Mar,2019,-12.2,-24.6,0.2,TRUE,FALSE
2019-03-26,26,Mar,2019,-9.3,-20.7,0,TRUE,FALSE
2019-03-27,27,Mar,2019,-4.7,-16.2,0,TRUE,FALSE
2019-03-28,28,Mar,2019,4,0.2,0,TRUE,FALSE
2019-03-29,29,Mar,2019,0.3,-4.2,0,TRUE,FALSE
2019-03-30,30,Mar,2019,-2,-4.6,20.1,TRUE,FALSE
2019-03-31,31,Mar,2019,-6.9,-12.9,4.8,TRUE,FALSE
2019-04-01,1,Apr,2019,-9.3,-19.4,0.2,TRUE,FALSE
2019-04-02,2,Apr,2019,-1.8,-9.3,0,TRUE,FALSE
2019-04-03,3,Apr,2019,-0.9,-5.8,0.7,TRUE,FALSE
2019-04-04,4,Apr,2019,-5.1,-12.6,0.2,TRUE,FALSE
2019-04-05,5,Apr,2019,-5.7,-15.8,0,TRUE,FALSE
2019-04-06,6,Apr,2019,4.1,-1.5,0,TRUE,FALSE
2019-04-07,7,Apr,2019,2.5,-0.3,0.7,TRUE,FALSE
2019-04-08,8,Apr,2019,3.4,0.3,9.1,TRUE,FALSE
2019-04-09,9,Apr,2019,-0.6,-2.8,10.8,TRUE,FALSE
2019-04-10,10,Apr,2019,-3.1,-7.4,0,TRUE,FALSE
2019-04-11,11,Apr,2019,-2.7,-9.8,0,TRUE,FALSE
2019-04-12,12,Apr,2019,5.7,-0.2,2,TRUE,FALSE
2019-04-13,13,Apr,2019,1.7,-4.3,0.2,TRUE,FALSE
2019-04-14,14,Apr,2019,-1,-5,10.4,TRUE,FALSE
2019-04-15,15,Apr,2019,-0.3,-4.1,11.7,TRUE,FALSE
2019-04-16,16,Apr,2019,1.3,-7.7,0.2,TRUE,FALSE
2019-04-17,17,Apr,2019,2.8,-7.6,1,TRUE,FALSE
2019-04-18,18,Apr,2019,6.8,2.1,27.1,TRUE,FALSE
2019-04-19,19,Apr,2019,4.1,1.7,18.2,TRUE,FALSE
2019-04-20,20,Apr,2019,4.2,1.5,7.4,TRUE,FALSE
2019-04-21,21,Apr,2019,5.7,-1.4,0.2,TRUE,FALSE
2019-04-22,22,Apr,2019,6.2,-1.4,0,TRUE,FALSE
2019-04-23,23,Apr,2019,7.6,-0.6,3.4,TRUE,FALSE
2019-04-24,24,Apr,2019,1.2,-1.9,0,TRUE,FALSE
2019-04-25,25,Apr,2019,6.6,-3.1,0.3,TRUE,FALSE
2019-04-26,26,Apr,2019,4.6,1.7,23.3,TRUE,FALSE
2019-04-27,27,Apr,2019,0.3,-2,2.1,TRUE,FALSE
2019-04-28,28,Apr,2019,1.3,-4.6,0,TRUE,FALSE
2019-04-29,29,Apr,2019,0.3,-7,0.2,TRUE,FALSE
2019-04-30,30,Apr,2019,5.6,0.1,0,TRUE,FALSE
2019-05-01,1,May,2019,1.7,0,17.6,TRUE,FALSE
2019-05-02,2,May,2019,3,0.3,0.6,TRUE,FALSE
2019-05-03,3,May,2019,6,2.4,10.6,TRUE,FALSE
2019-05-04,4,May,2019,6.9,-1.4,0,TRUE,FALSE
2019-05-05,5,May,2019,8.8,-2.6,0,TRUE,FALSE
2019-05-06,6,May,2019,9.7,-1.7,0.6,TRUE,FALSE
2019-05-07,7,May,2019,4.1,-2.3,0,TRUE,FALSE
2019-05-08,8,May,2019,4.3,-4.2,0.2,TRUE,FALSE
2019-05-09,9,May,2019,8.3,3.1,11.7,TRUE,FALSE
2019-05-10,10,May,2019,7.4,0.2,4.4,TRUE,FALSE
2019-05-11,11,May,2019,5.7,-0.8,0.3,TRUE,FALSE
2019-05-12,12,May,2019,7.4,1.9,0,TRUE,FALSE
2019-05-13,13,May,2019,5.6,3.7,8.3,TRUE,FALSE
2019-05-14,14,May,2019,6.6,0.3,3.1,TRUE,FALSE
2019-05-15,15,May,2019,8.4,-0.8,0.5,TRUE,FALSE
2019-05-16,16,May,2019,7.1,-2.4,4.3,TRUE,FALSE
2019-05-17,17,May,2019,6.7,-0.2,0,TRUE,FALSE
2019-05-18,18,May,2019,4.9,-2.3,0.2,TRUE,FALSE
2019-05-19,19,May,2019,11.4,7,9.4,TRUE,FALSE
2019-05-20,20,May,2019,10,5.4,0.2,TRUE,FALSE
2019-05-21,21,May,2019,9.4,1.3,0.2,TRUE,FALSE
2019-05-22,22,May,2019,NA,NA,NA,FALSE,TRUE
2019-05-23,23,May,2019,11.4,6.4,NA,FALSE,FALSE
2019-05-24,24,May,2019,13.2,8.3,NA,FALSE,FALSE
2019-05-25,25,May,2019,10.8,6.3,NA,FALSE,FALSE
2019-05-26,26,May,2019,13.6,6.3,NA,FALSE,FALSE
2019-05-27,27,May,2019,11.1,5.6,NA,FALSE,FALSE
2019-05-28,28,May,2019,10.3,6.2,NA,FALSE,FALSE
2019-05-29,29,May,2019,12.9,6.1,NA,FALSE,FALSE
2019-05-30,30,May,2019,13.2,4.9,NA,FALSE,FALSE
2019-05-31,31,May,2019,7.7,0.9,NA,FALSE,FALSE
2020-03-01,1,Mar,2020,-14.1,-29.8,NA,FALSE,FALSE
2020-03-02,2,Mar,2020,0.5,-6.9,NA,FALSE,FALSE
2020-03-03,3,Mar,2020,-4,-12.9,NA,FALSE,FALSE
2020-03-04,4,Mar,2020,-0.4,-2.5,NA,FALSE,FALSE
2020-03-05,5,Mar,2020,-0.2,-2.7,NA,FALSE,FALSE
2020-03-06,6,Mar,2020,-6.9,-12.4,NA,FALSE,FALSE
2020-03-07,7,Mar,2020,-9.1,-21.5,NA,FALSE,FALSE
2020-03-08,8,Mar,2020,-0.7,-11.5,NA,FALSE,FALSE
2020-03-09,9,Mar,2020,5.1,-2.6,NA,FALSE,FALSE
2020-03-10,10,Mar,2020,-1.7,-10.3,NA,FALSE,FALSE
2020-03-11,11,Mar,2020,-6.5,-12.7,NA,FALSE,FALSE
2020-03-12,12,Mar,2020,1.3,-5.3,NA,FALSE,FALSE
2020-03-13,13,Mar,2020,1.5,-1.9,NA,FALSE,FALSE
2020-03-14,14,Mar,2020,-1.5,-6.4,NA,FALSE,FALSE
2020-03-15,15,Mar,2020,-8.5,-15.5,NA,FALSE,FALSE
2020-03-16,16,Mar,2020,-7.3,-16.9,NA,FALSE,FALSE
2020-03-17,17,Mar,2020,-1.3,-6.5,NA,FALSE,FALSE
2020-03-18,18,Mar,2020,-4.9,-12.3,NA,FALSE,FALSE
2020-03-19,19,Mar,2020,-1.6,-7.3,NA,FALSE,FALSE
2020-03-20,20,Mar,2020,-1.7,-11.9,NA,FALSE,FALSE
2020-03-21,21,Mar,2020,-9.9,-16.3,NA,FALSE,FALSE
2020-03-22,22,Mar,2020,-10.3,-20.6,NA,FALSE,FALSE
2020-03-23,23,Mar,2020,-2.1,-5.9,NA,FALSE,FALSE
2020-03-24,24,Mar,2020,0.3,-5.4,NA,FALSE,FALSE
2020-03-25,25,Mar,2020,-0.3,-7.8,NA,FALSE,FALSE
2020-03-26,26,Mar,2020,3.6,-1,NA,FALSE,FALSE
2020-03-27,27,Mar,2020,0.3,-7.1,NA,FALSE,FALSE
2020-03-28,28,Mar,2020,-0.5,-7.9,NA,FALSE,FALSE
2020-03-29,29,Mar,2020,3.6,1.6,NA,FALSE,FALSE
2020-03-30,30,Mar,2020,4.3,1,NA,FALSE,FALSE
2020-03-31,31,Mar,2020,-0.3,-5.4,NA,FALSE,FALSE
2020-04-01,1,Apr,2020,-0.4,-8.3,NA,FALSE,FALSE
2020-04-02,2,Apr,2020,2.5,-5.5,NA,FALSE,FALSE
2020-04-03,3,Apr,2020,3.6,0.9,NA,FALSE,FALSE
2020-04-04,4,Apr,2020,5.9,0.5,NA,FALSE,FALSE
2020-04-05,5,Apr,2020,1.5,-5.4,NA,FALSE,FALSE
2020-04-06,6,Apr,2020,1.6,-7.9,NA,FALSE,FALSE
2020-04-07,7,Apr,2020,2.9,-6.5,NA,FALSE,FALSE
2020-04-08,8,Apr,2020,3.1,0.3,NA,FALSE,FALSE
2020-04-09,9,Apr,2020,1.4,-1,NA,FALSE,FALSE
2020-04-10,10,Apr,2020,0,-4.3,NA,FALSE,FALSE
2020-04-11,11,Apr,2020,-0.5,-7.5,NA,FALSE,FALSE
2020-04-12,12,Apr,2020,2.2,-5.6,NA,FALSE,FALSE
2020-04-13,13,Apr,2020,5.3,-1.1,NA,FALSE,FALSE
2020-04-14,14,Apr,2020,-0.3,-4.4,NA,FALSE,FALSE
2020-04-15,15,Apr,2020,-3.7,-9.1,NA,FALSE,FALSE
2020-04-16,16,Apr,2020,-3.9,-10.9,NA,FALSE,FALSE
2020-04-17,17,Apr,2020,-0.8,-6.2,NA,FALSE,FALSE
2020-04-18,18,Apr,2020,0.2,-8.2,NA,FALSE,FALSE
2020-04-19,19,Apr,2020,-0.3,-7.2,NA,FALSE,FALSE
2020-04-20,20,Apr,2020,-1.3,-9.6,NA,FALSE,FALSE
2020-04-21,21,Apr,2020,-2.3,-6.1,NA,FALSE,FALSE
2020-04-22,22,Apr,2020,-4.7,-10,NA,FALSE,FALSE
2020-04-23,23,Apr,2020,-2.5,-12.9,NA,FALSE,FALSE
2020-04-24,24,Apr,2020,2.3,-5.2,NA,FALSE,FALSE
2020-04-25,25,Apr,2020,3.3,-7.2,NA,FALSE,FALSE
2020-04-26,26,Apr,2020,5.7,-1.6,NA,FALSE,FALSE
2020-04-27,27,Apr,2020,5.5,-2.8,NA,FALSE,FALSE
2020-04-28,28,Apr,2020,2.6,-3.9,NA,FALSE,FALSE
2020-04-29,29,Apr,2020,4.4,-1.6,NA,FALSE,FALSE
2020-04-30,30,Apr,2020,7.7,4.4,NA,FALSE,FALSE
2020-05-01,1,May,2020,6.8,-0.9,NA,FALSE,FALSE
2020-05-02,2,May,2020,7.9,-1.8,NA,FALSE,FALSE
2020-05-03,3,May,2020,9.1,0.4,NA,FALSE,FALSE
2020-05-04,4,May,2020,1.4,-2.6,NA,FALSE,FALSE
2020-05-05,5,May,2020,3.2,-3.9,NA,FALSE,FALSE
2020-05-06,6,May,2020,4.6,-4.7,NA,FALSE,FALSE
2020-05-07,7,May,2020,2.4,-3.1,NA,FALSE,FALSE
2020-05-08,8,May,2020,-2.8,-6,NA,FALSE,FALSE
2020-05-09,9,May,2020,-1.9,-6.3,NA,FALSE,FALSE
2020-05-10,10,May,2020,3.3,-3.1,NA,FALSE,FALSE
2020-05-11,11,May,2020,1,-5.5,NA,FALSE,FALSE
2020-05-12,12,May,2020,-0.9,-7.8,NA,FALSE,FALSE
2020-05-13,13,May,2020,4,-6,NA,FALSE,FALSE
2020-05-14,14,May,2020,5,-5.3,NA,FALSE,FALSE
2020-05-15,15,May,2020,10.1,6.8,NA,FALSE,FALSE
2020-05-16,16,May,2020,10,3.3,NA,FALSE,FALSE
2020-05-17,17,May,2020,9.8,1.2,NA,FALSE,FALSE
2020-05-18,18,May,2020,13.9,8.9,NA,FALSE,FALSE
2020-05-19,19,May,2020,9.8,1.6,NA,FALSE,FALSE
2020-05-20,20,May,2020,11.2,-0.7,NA,FALSE,FALSE
2020-05-21,21,May,2020,13.2,-0.6,NA,FALSE,FALSE
2020-05-22,22,May,2020,15.2,1.4,NA,FALSE,FALSE
2020-05-23,23,May,2020,18.2,7.5,NA,FALSE,FALSE
2020-05-24,24,May,2020,16.7,7.6,NA,FALSE,FALSE
2020-05-25,25,May,2020,21.1,13.9,NA,FALSE,FALSE
2020-05-26,26,May,2020,22.2,12.5,NA,FALSE,FALSE
2020-05-27,27,May,2020,23.8,14.9,NA,FALSE,FALSE
2020-05-28,28,May,2020,20.1,13.2,NA,FALSE,FALSE
2020-05-29,29,May,2020,17.3,10.4,NA,FALSE,FALSE
2020-05-30,30,May,2020,8.1,2.8,NA,FALSE,FALSE
2020-05-31,31,May,2020,6.1,0.8,NA,FALSE,FALSE
2021-03-01,1,Mar,2021,-7.9,-19.2,0.4,TRUE,FALSE
2021-03-02,2,Mar,2021,-14.5,-23.5,0.9,TRUE,FALSE
2021-03-03,3,Mar,2021,-3.8,-7.9,0,TRUE,FALSE
2021-03-04,4,Mar,2021,-11.9,-16,0,TRUE,FALSE
2021-03-05,5,Mar,2021,-11.5,-18.7,0,TRUE,FALSE
2021-03-06,6,Mar,2021,-12.9,-18.9,0,TRUE,FALSE
2021-03-07,7,Mar,2021,-15.5,-25.8,0,TRUE,FALSE
2021-03-08,8,Mar,2021,-12.2,-26.8,0,TRUE,FALSE
2021-03-09,9,Mar,2021,-0.5,-9.8,0,TRUE,FALSE
2021-03-10,10,Mar,2021,3,-8.8,0,TRUE,FALSE
2021-03-11,11,Mar,2021,8.4,0.4,0.4,TRUE,FALSE
2021-03-12,12,Mar,2021,-3.4,-10.4,0,TRUE,FALSE
2021-03-13,13,Mar,2021,-7,-13.5,0,TRUE,FALSE
2021-03-14,14,Mar,2021,-7.4,-13.5,0.1,TRUE,FALSE
2021-03-15,15,Mar,2021,-10.1,-16.5,0,TRUE,FALSE
2021-03-16,16,Mar,2021,-5.1,-15.7,0,TRUE,FALSE
2021-03-17,17,Mar,2021,-2.4,-10.1,0.1,TRUE,FALSE
2021-03-18,18,Mar,2021,-2.8,-8.4,0,TRUE,FALSE
2021-03-19,19,Mar,2021,-4.5,-13.6,0,TRUE,FALSE
2021-03-20,20,Mar,2021,2.1,-7.2,0,TRUE,FALSE
2021-03-21,21,Mar,2021,2.5,-9.3,0,TRUE,FALSE
2021-03-22,22,Mar,2021,4.2,-7.9,0,TRUE,FALSE
2021-03-23,23,Mar,2021,7.5,-3.1,0,TRUE,FALSE
2021-03-24,24,Mar,2021,5.7,-1.3,0,TRUE,FALSE
2021-03-25,25,Mar,2021,5.3,0,0.3,TRUE,FALSE
2021-03-26,26,Mar,2021,0.9,-2.6,25.8,TRUE,FALSE
2021-03-27,27,Mar,2021,0.6,-2.5,0,TRUE,FALSE
2021-03-28,28,Mar,2021,2,-2.4,12.1,TRUE,FALSE
2021-03-29,29,Mar,2021,-3,-7.4,0.1,TRUE,FALSE
2021-03-30,30,Mar,2021,5.5,-4.7,0,TRUE,FALSE
2021-03-31,31,Mar,2021,3.2,-1.5,2.3,TRUE,FALSE
2021-04-01,1,Apr,2021,-3.9,-6.8,0,TRUE,FALSE
2021-04-02,2,Apr,2021,-4.2,-9.9,0,TRUE,FALSE
2021-04-03,3,Apr,2021,-1.9,-11.7,0,TRUE,FALSE
2021-04-04,4,Apr,2021,5,-3.7,0,TRUE,FALSE
2021-04-05,5,Apr,2021,4,-5.6,0,TRUE,FALSE
2021-04-06,6,Apr,2021,4.4,-6.8,4.6,TRUE,FALSE
